new_ID,Game_ID,Event,Medal
98544,0,"Wrestling Men's Bantamweight, Freestyle",Gold
98567,35,Rowing Women's Coxed Eights,Silver
98571,25,"Athletics Women's 1,500 metres",Bronze
98571,25,"Athletics Women's 3,000 metres",Gold
98577,20,Tennis Women's Singles,Gold
98580,10,"Ski Jumping Men's Large Hill, Individual",Bronze
98580,24,"Ski Jumping Men's Normal Hill, Individual",Bronze
98580,4,"Ski Jumping Men's Large Hill, Team",Gold
98597,12,Hockey Men's Hockey,Silver
98610,12,"Canoeing Men's Canadian Singles, 500 metres",Bronze
98610,11,"Canoeing Men's Canadian Doubles, 500 metres",Gold
98618,1,Boxing Men's Heavyweight,Bronze
98629,5,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
98630,2,"Fencing Men's Foil, Team",Gold
98630,2,"Fencing Men's Sabre, Team",Gold
98630,14,"Fencing Men's Sabre, Team",Gold
98630,34,"Fencing Men's Foil, Team",Gold
98630,34,"Fencing Men's Sabre, Team",Silver
98636,11,Diving Men's Synchronized Springboard,Bronze
98652,14,Football Men's Football,Silver
98656,1,Sailing Women's Three Person Keelboat,Gold
98661,19,"Fencing Women's Sabre, Team",Gold
98671,9,"Wrestling Men's Featherweight, Greco-Roman",Gold
98689,1,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold
98690,17,Ice Hockey Women's Ice Hockey,Bronze
98698,2,Water Polo Men's Water Polo,Gold
98700,16,Rowing Men's Coxed Eights,Gold
98701,19,Rowing Men's Lightweight Double Sculls,Gold
98701,1,Rowing Men's Lightweight Double Sculls,Silver
98709,19,Boxing Men's Light-Flyweight,Silver
98715,37,Boxing Men's Welterweight,Bronze
98719,34,"Athletics Men's 1,500 metres",Bronze
98723,46,Football Men's Football,Gold
98726,29,Handball Men's Handball,Silver
98728,31,Ice Hockey Men's Ice Hockey,Silver
98733,30,Ice Hockey Men's Ice Hockey,Gold
98734,1,Gymnastics Men's Team All-Around,Bronze
98741,25,"Wrestling Men's Heavyweight, Freestyle",Bronze
98741,28,"Wrestling Men's Heavyweight, Freestyle",Gold
98742,35,"Fencing Men's epee, Individual",Gold
98742,35,"Fencing Men's epee, Team",Silver
98742,25,"Fencing Men's epee, Team",Gold
98742,28,"Fencing Men's epee, Team",Silver
98744,36,Volleyball Women's Volleyball,Silver
98751,13,Sailing Mixed 10 metres,Bronze
98758,9,Football Men's Football,Gold
98762,28,Handball Men's Handball,Bronze
98770,36,Rowing Women's Coxed Quadruple Sculls,Silver
98772,23,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
98779,26,"Fencing Men's Foil, Team",Silver
98779,27,"Fencing Men's Foil, Team",Silver
98790,14,"Wrestling Men's Bantamweight, Greco-Roman",Gold
98793,27,"Athletics Men's 10,000 metres",Silver
98795,28,Rowing Men's Coxless Fours,Bronze
98797,27,Volleyball Men's Volleyball,Bronze
98803,18,Bobsleigh Men's Four,Gold
98803,38,Bobsleigh Men's Four,Silver
98804,8,Alpine Skiing Women's Super G,Bronze
98805,29,"Cycling Men's Road Race, Team",Bronze
98814,11,Football Men's Football,Silver
98816,39,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
98818,11,Rhythmic Gymnastics Women's Group,Silver
98821,25,Boxing Men's Light-Welterweight,Bronze
98828,35,Modern Pentathlon Men's Individual,Gold
98836,8,Biathlon Women's 10 kilometres Pursuit,Gold
98836,8,Biathlon Women's 4 x 7.5 kilometres Relay,Bronze
98836,38,Biathlon Women's 4 x 6 kilometres Relay,Gold
98845,50,"Fencing Men's Foil, Masters, Individual",Gold
98848,0,Rowing Women's Coxed Eights,Bronze
98851,0,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
98851,0,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
98851,0,Swimming Men's 4 x 100 metres Medley Relay,Silver
98852,12,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
98858,36,Swimming Men's 100 metres Butterfly,Silver
98858,36,Swimming Men's 200 metres Butterfly,Bronze
98860,36,Rowing Women's Coxed Eights,Silver
98865,0,"Shooting Men's Air Pistol, 10 metres",Silver
98876,20,Judo Men's Half-Heavyweight,Silver
98881,19,"Wrestling Men's Heavyweight, Freestyle",Bronze
98881,1,"Wrestling Men's Heavyweight, Freestyle",Bronze
98881,20,"Wrestling Men's Heavyweight, Freestyle",Silver
98892,28,Swimming Women's 100 metres Butterfly,Bronze
98892,0,Swimming Women's 100 metres Butterfly,Gold
98898,0,Table Tennis Women's Singles,Silver
98898,0,Table Tennis Women's Doubles,Gold
98898,12,Table Tennis Women's Singles,Bronze
98898,12,Table Tennis Women's Doubles,Gold
98902,12,Table Tennis Women's Doubles,Silver
98903,1,Athletics Women's 20 kilometres Walk,Bronze
98905,21,Judo Women's Middleweight,Bronze
98907,19,Diving Men's Springboard,Bronze
98907,19,Diving Men's Synchronized Springboard,Gold
98907,1,Diving Men's Springboard,Silver
98907,1,Diving Men's Synchronized Springboard,Gold
98907,20,Diving Men's Synchronized Springboard,Bronze
98911,12,Badminton Women's Doubles,Bronze
98911,11,Badminton Women's Doubles,Bronze
98914,1,Diving Men's Platform,Silver
98915,25,Basketball Women's Basketball,Bronze
98917,19,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold
98936,0,"Athletics Women's 1,500 metres",Bronze
98938,20,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
98942,19,Judo Women's Lightweight,Bronze
98943,34,"Wrestling Men's Featherweight, Greco-Roman",Bronze
98945,29,Rowing Men's Coxed Eights,Silver
98951,12,Swimming Women's 4 x 100 metres Medley Relay,Gold
98952,11,Swimming Women's 100 metres Breaststroke,Gold
98952,11,Swimming Women's 4 x 100 metres Medley Relay,Gold
98952,19,Swimming Women's 4 x 100 metres Medley Relay,Silver
98959,35,Athletics Men's 100 metres,Silver
98959,35,Athletics Men's 200 metres,Gold
98959,36,Athletics Men's 200 metres,Bronze
98959,25,Athletics Men's 4 x 100 metres Relay,Silver
98964,33,Boxing Men's Light-Welterweight,Silver
98965,14,Boxing Men's Featherweight,Bronze
98966,3,Football Men's Football,Gold
98967,0,Boxing Men's Light-Flyweight,Bronze
98969,35,"Athletics Men's 5,000 metres",Silver
98971,0,Football Men's Football,Bronze
98974,11,"Cycling Men's 1,000 metres Time Trial",Gold
98974,11,Cycling Men's Team Sprint,Silver
98980,20,Water Polo Women's Water Polo,Silver
98982,20,"Canoeing Men's Canadian Singles, 200 metres",Bronze
98982,20,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
98982,20,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
98985,20,Hockey Women's Hockey,Gold
98989,0,Judo Men's Half-Lightweight,Bronze
98989,12,Judo Men's Half-Lightweight,Gold
98992,28,Athletics Men's 4 x 100 metres Relay,Bronze
98993,16,Basketball Men's Basketball,Silver
98996,3,Sailing Mixed 20+ Ton,Gold
98998,2,"Archery Men's Target Archery, 28 metres, Individual",Silver
98998,2,"Archery Men's Target Archery, 28 metres, Team",Bronze
98998,2,"Archery Men's Target Archery, 33 metres, Team",Silver
98998,2,"Archery Men's Target Archery, 50 metres, Team",Silver
99003,20,Rhythmic Gymnastics Women's Group,Silver
99009,2,"Shooting Men's Trap, Team",Silver
99017,26,Athletics Women's 4 x 100 metres Relay,Silver
99018,12,Athletics Men's Triple Jump,Bronze
99022,20,Basketball Women's Basketball,Silver
99025,32,"Fencing Men's epee, Team",Bronze
99037,11,Rowing Women's Coxed Eights,Silver
99040,33,Sailing Mixed Two Person Keelboat,Silver
99041,33,Sailing Mixed Two Person Keelboat,Silver
99048,26,Hockey Men's Hockey,Silver
99053,34,Athletics Men's 4 x 100 metres Relay,Gold
99059,20,Football Women's Football,Bronze
99063,25,Athletics Men's Pole Vault,Gold
99083,21,"Wrestling Men's Lightweight, Freestyle",Gold
99086,21,Shooting Women's Trap,Silver
99094,19,Judo Women's Lightweight,Gold
99101,0,Athletics Women's High Jump,Bronze
99106,19,Basketball Men's Basketball,Bronze
99109,0,Handball Men's Handball,Bronze
99111,33,Athletics Women's 80 metres Hurdles,Silver
99117,20,"Shooting Men's Rapid-Fire Pistol, 25 metres",Silver
99120,20,Rugby Sevens Women's Rugby Sevens,Gold
99127,28,Volleyball Men's Volleyball,Bronze
99129,0,Athletics Women's 800 metres,Bronze
99129,12,Athletics Women's 800 metres,Silver
99135,25,Rowing Women's Coxed Eights,Bronze
99137,19,Rowing Men's Lightweight Double Sculls,Bronze
99137,1,Rowing Men's Lightweight Double Sculls,Gold
99148,34,"Equestrianism Men's Three-Day Event, Team",Silver
99149,17,Curling Women's Curling,Silver
99156,29,Hockey Men's Hockey,Silver
99171,9,Gymnastics Women's Team All-Around,Bronze
99179,28,Rowing Men's Coxed Eights,Gold
99180,0,Rowing Men's Coxed Eights,Bronze
99189,1,Hockey Men's Hockey,Gold
99197,20,Boxing Men's Welterweight,Bronze
99199,34,"Wrestling Men's Middleweight, Freestyle",Bronze
99205,46,Sailing Mixed 6 metres,Bronze
99208,0,"Shooting Men's Running Target, 10 metres",Bronze
99212,16,"Fencing Men's Sabre, Team",Silver
99212,9,"Fencing Men's Sabre, Team",Silver
99227,11,Shooting Women's Trap,Silver
99227,1,Shooting Women's Trap,Bronze
99235,36,"Wrestling Men's Flyweight, Greco-Roman",Silver
99238,46,"Athletics Men's 1,600 metres Medley Relay",Bronze
99240,47,Figure Skating Men's Singles,Bronze
99242,29,Rowing Men's Coxed Eights,Bronze
99248,8,Short Track Speed Skating Women's 500 metres,Silver
99248,8,"Short Track Speed Skating Women's 1,500 metres",Bronze
99248,18,Short Track Speed Skating Women's 500 metres,Silver
99249,25,Football Men's Football,Bronze
99253,21,Handball Women's Handball,Bronze
99255,2,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
99261,34,Water Polo Men's Water Polo,Gold
99261,34,Swimming Men's 200 metres Breaststroke,Silver
99261,7,Water Polo Men's Water Polo,Silver
99262,34,Water Polo Men's Water Polo,Gold
99262,7,Water Polo Men's Water Polo,Silver
99264,32,Boxing Men's Heavyweight,Gold
99266,32,Football Men's Football,Silver
99271,37,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
99271,26,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
99282,15,Figure Skating Mixed Team,Silver
99284,33,Athletics Men's 100 metres,Bronze
99284,33,Athletics Men's 4 x 100 metres Relay,Bronze
99287,16,Rowing Men's Coxed Pairs,Silver
99289,20,Water Polo Women's Water Polo,Silver
99290,1,Handball Women's Handball,Silver
99293,36,Football Men's Football,Gold
99296,1,Gymnastics Men's Horse Vault,Bronze
99303,34,Athletics Women's 800 metres,Gold
99307,36,Basketball Women's Basketball,Silver
99315,46,Water Polo Men's Water Polo,Gold
99315,46,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
99315,13,Water Polo Men's Water Polo,Gold
99315,2,Water Polo Men's Water Polo,Gold
99319,20,Basketball Women's Basketball,Bronze
99320,37,Gymnastics Women's Horse Vault,Silver
99326,9,Water Polo Men's Water Polo,Silver
99326,32,Water Polo Men's Water Polo,Silver
99329,33,Boxing Men's Welterweight,Silver
99336,36,Basketball Men's Basketball,Gold
99336,25,Basketball Men's Basketball,Bronze
99339,1,Handball Women's Handball,Silver
99342,32,Football Men's Football,Silver
99344,36,Handball Women's Handball,Silver
99348,25,Weightlifting Men's Middleweight,Gold
99357,11,"Canoeing Women's Kayak Fours, 500 metres",Bronze
99359,25,Weightlifting Men's Featherweight,Silver
99362,11,Gymnastics Women's Team All-Around,Gold
99362,11,Gymnastics Women's Horse Vault,Silver
99364,25,Rowing Men's Coxed Pairs,Silver
99364,0,Rowing Men's Coxed Pairs,Bronze
99364,0,Rowing Men's Coxed Fours,Gold
99369,20,Basketball Men's Basketball,Silver
99372,21,Basketball Men's Basketball,Silver
99373,28,Basketball Men's Basketball,Silver
99374,11,Handball Women's Handball,Silver
99381,14,"Fencing Men's Sabre, Team",Silver
99381,34,"Fencing Men's Sabre, Team",Gold
99382,36,Volleyball Women's Volleyball,Gold
99384,32,Hockey Men's Hockey,Bronze
99403,1,Football Men's Football,Silver
99407,8,Ice Hockey Men's Ice Hockey,Silver
99407,38,Ice Hockey Men's Ice Hockey,Silver
99417,5,Luge Mixed (Men)'s Doubles,Bronze
99417,6,Luge Mixed (Men)'s Doubles,Silver
99424,19,Football Men's Football,Bronze
99425,20,Football Men's Football,Gold
99451,29,Basketball Men's Basketball,Gold
99454,36,Sailing Mixed Multihull,Bronze
99456,29,Athletics Men's 4 x 100 metres Relay,Silver
99457,7,"Fencing Men's epee, Team",Silver
99457,29,"Fencing Men's epee, Individual",Silver
99457,29,"Fencing Men's epee, Team",Gold
99457,16,"Fencing Men's Foil, Team",Silver
99458,33,"Fencing Women's Foil, Team",Bronze
99458,37,"Fencing Women's Foil, Individual",Bronze
99458,27,"Fencing Women's Foil, Individual",Gold
99464,3,"Athletics Men's 5,000 metres, Team",Silver
99466,23,Ice Hockey Men's Ice Hockey,Gold
99466,39,Ice Hockey Men's Ice Hockey,Gold
99466,41,Ice Hockey Men's Ice Hockey,Gold
99467,21,Water Polo Women's Water Polo,Gold
99485,20,"Wrestling Men's Featherweight, Freestyle",Bronze
99489,21,Boxing Men's Flyweight,Bronze
99495,44,Golf Men's Team,Bronze
99503,26,Hockey Men's Hockey,Bronze
99509,0,Football Men's Football,Bronze
99535,25,Swimming Women's 4 x 100 metres Medley Relay,Bronze
99542,11,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
99543,8,Alpine Skiing Men's Slalom,Bronze
99543,8,Alpine Skiing Men's Combined,Bronze
99543,18,Alpine Skiing Men's Giant Slalom,Gold
99543,18,Alpine Skiing Men's Slalom,Gold
99549,21,Handball Women's Handball,Bronze
99550,17,Biathlon Men's 10 kilometres Sprint,Bronze
99554,19,Sailing Mixed One Person Dinghy,Silver
99555,46,Gymnastics Men's Team All-Around,Bronze
99559,44,Lacrosse Men's Lacrosse,Bronze
99562,20,Rowing Men's Lightweight Coxless Fours,Bronze
99567,11,Rowing Men's Quadruple Sculls,Gold
99567,19,Rowing Men's Quadruple Sculls,Silver
99578,40,"Fencing Men's epee, Masters, Individual",Bronze
99578,40,"Fencing Men's Sabre, Masters, Individual",Silver
99580,1,Gymnastics Women's Team All-Around,Gold
99580,1,Gymnastics Women's Floor Exercise,Gold
99580,1,Gymnastics Women's Balance Beam,Bronze
99580,20,Gymnastics Women's Individual All-Around,Silver
99580,20,Gymnastics Women's Team All-Around,Gold
99580,20,Gymnastics Women's Floor Exercise,Silver
99591,20,Rowing Men's Quadruple Sculls,Bronze
99596,9,Hockey Men's Hockey,Gold
99597,38,Ice Hockey Women's Ice Hockey,Bronze
99611,29,"Fencing Men's Sabre, Team",Gold
99611,16,"Fencing Men's Sabre, Team",Gold
99611,9,"Fencing Men's Sabre, Team",Gold
99612,29,"Fencing Men's Sabre, Team",Gold
99622,26,Basketball Men's Basketball,Silver
99623,12,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
99624,35,"Canoeing Women's Kayak Singles, 500 metres",Bronze
99624,35,"Canoeing Women's Kayak Doubles, 500 metres",Silver
99630,16,Hockey Men's Hockey,Gold
99634,32,Football Men's Football,Bronze
99636,0,Judo Women's Middleweight,Bronze
99638,20,Weightlifting Men's Middleweight,Gold
99641,36,Weightlifting Men's Super-Heavyweight,Gold
99644,21,Basketball Women's Basketball,Bronze
99644,19,Basketball Women's Basketball,Bronze
99651,37,"Fencing Men's Sabre, Team",Gold
99651,26,"Fencing Men's Sabre, Individual",Silver
99651,26,"Fencing Men's Sabre, Team",Gold
99651,27,"Fencing Men's Sabre, Team",Silver
99654,32,Gymnastics Women's Team Portable Apparatus,Bronze
99658,33,Football Men's Football,Bronze
99676,36,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
99676,28,"Canoeing Women's Kayak Fours, 500 metres",Silver
99684,1,Water Polo Women's Water Polo,Bronze
99696,20,Tennis Mixed Doubles,Silver
99735,20,"Canoeing Men's Kayak Doubles, 200 metres",Bronze
99751,21,Sailing Men's Two Person Keelboat,Bronze
99753,21,"Equestrianism Mixed Dressage, Team",Silver
99754,37,Athletics Men's High Jump,Bronze
99756,40,Football Men's Football,Gold
99761,37,Swimming Women's 400 metres Freestyle,Silver
99765,32,Swimming Women's 100 metres Butterfly,Silver
99767,22,Cross Country Skiing Men's 30 kilometres,Silver
99767,22,Cross Country Skiing Men's 50 kilometres,Bronze
99770,19,Football Men's Football,Bronze
99777,21,Baseball Men's Baseball,Gold
99784,20,Cycling Men's BMX,Bronze
99786,21,Volleyball Women's Volleyball,Bronze
99797,26,Athletics Men's 4 x 100 metres Relay,Silver
99807,26,Swimming Women's 800 metres Freestyle,Bronze
99816,1,Boxing Men's Flyweight,Gold
99816,20,Boxing Men's Bantamweight,Gold
99820,0,Hockey Women's Hockey,Gold
99825,34,Boxing Men's Heavyweight,Silver
99831,38,Snowboarding Men's Boardercross,Bronze
99839,20,"Wrestling Men's Welterweight, Freestyle",Gold
99841,29,Polo Men's Polo,Bronze
99859,36,Boxing Men's Light-Flyweight,Silver
99871,35,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
99871,36,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
99894,35,Rowing Women's Double Sculls,Bronze
99895,21,Handball Men's Handball,Silver
99900,7,"Cycling Men's 1,000 metres Time Trial",Bronze
99903,7,Athletics Men's 4 x 400 metres Relay,Silver
99903,29,Athletics Men's 4 x 400 metres Relay,Gold
99908,0,Hockey Women's Hockey,Bronze
99909,43,Ice Hockey Men's Ice Hockey,Gold
99919,28,"Equestrianism Mixed Dressage, Team",Silver
99920,35,"Equestrianism Mixed Dressage, Team",Silver
99922,46,Lacrosse Men's Lacrosse,Silver
99923,10,Ice Hockey Men's Ice Hockey,Gold
99924,14,Football Men's Football,Silver
99925,8,Curling Men's Curling,Gold
99926,17,Curling Men's Curling,Bronze
99929,8,Curling Men's Curling,Bronze
99940,36,Hockey Men's Hockey,Gold
99946,0,Hockey Men's Hockey,Bronze
99952,37,"Cycling Men's Team Pursuit, 4,000 metres",Silver
99954,26,Rowing Men's Coxed Eights,Silver
99961,19,Rowing Men's Lightweight Coxless Fours,Silver
99964,19,Basketball Women's Basketball,Silver
99969,37,Swimming Women's 400 metres Individual Medley,Bronze
99975,12,"Fencing Men's epee, Team",Gold
99975,11,"Fencing Men's epee, Team",Gold
99976,40,Rowing Men's 17-Man Naval Rowing Boats,Bronze
99984,35,Boxing Men's Flyweight,Gold
100000,29,"Equestrianism Men's Jumping, Individual",Silver
100002,40,"Shooting Men's Free Pistol, 25 metres",Bronze
100002,40,"Shooting Men's Free Pistol, 50 metres",Bronze
100008,14,Athletics Men's 4 x 100 metres Relay,Silver
100008,34,Athletics Men's 200 metres,Silver
100008,34,Athletics Men's 4 x 100 metres Relay,Bronze
100010,21,Rhythmic Gymnastics Women's Group,Bronze
100021,46,"Shooting Men's Running Target, Single Shot",Silver
100021,46,"Shooting Men's Running Target, Single Shot, Team",Silver
100021,46,"Shooting Men's Running Target, Double Shot",Silver
100023,8,Curling Women's Curling,Gold
100033,1,Rowing Men's Coxed Eights,Bronze
100033,20,Rowing Men's Coxed Eights,Gold
100035,37,Gymnastics Men's Horse Vault,Bronze
100037,12,Handball Women's Handball,Gold
100037,11,Handball Women's Handball,Gold
100040,17,Ice Hockey Women's Ice Hockey,Bronze
100040,38,Ice Hockey Women's Ice Hockey,Bronze
100041,12,Athletics Women's Javelin Throw,Gold
100043,30,Cross Country Skiing Women's 10 kilometres,Bronze
100043,31,Cross Country Skiing Women's 3 x 5 kilometres Relay,Gold
100043,22,Cross Country Skiing Women's 3 x 5 kilometres Relay,Bronze
100049,29,Rowing Men's Coxed Eights,Gold
100055,27,"Wrestling Men's Lightweight, Greco-Roman",Bronze
100056,20,Water Polo Men's Water Polo,Gold
100063,3,Polo Men's Polo,Bronze
100066,36,Sailing Mixed Three Person Keelboat,Bronze
100073,1,Football Women's Football,Gold
100078,11,Football Women's Football,Gold
100083,25,Swimming Women's 200 metres Breaststroke,Silver
100083,25,Swimming Women's 4 x 100 metres Medley Relay,Gold
100087,11,Volleyball Women's Volleyball,Bronze
100092,5,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
100092,6,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze
100096,9,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
100099,0,Rowing Men's Coxed Eights,Gold
100104,15,Ice Hockey Women's Ice Hockey,Bronze
100107,36,Athletics Men's Discus Throw,Gold
100114,9,"Wrestling Men's Featherweight, Greco-Roman",Bronze
100116,26,Hockey Men's Hockey,Gold
100116,27,Hockey Men's Hockey,Silver
100116,35,Hockey Men's Hockey,Bronze
100127,25,Judo Men's Open Class,Silver
100130,20,Volleyball Women's Volleyball,Silver
100137,15,Ice Hockey Men's Ice Hockey,Bronze
100138,39,"Ski Jumping Men's Normal Hill, Individual",Gold
100138,39,"Ski Jumping Men's Large Hill, Individual",Silver
100139,35,Swimming Men's 400 metres Freestyle,Bronze
100139,35,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
100140,11,Rhythmic Gymnastics Women's Individual,Silver
100143,36,Modern Pentathlon Men's Team,Bronze
100143,25,Modern Pentathlon Men's Individual,Silver
100145,19,"Cycling Men's Team Pursuit, 4,000 metres",Silver
100146,2,Hockey Men's Hockey,Silver
100147,46,Football Men's Football,Silver
100148,25,Rowing Women's Coxed Quadruple Sculls,Bronze
100153,34,"Art Competitions Mixed Architecture, Architectural Designs",Silver
100167,36,Shooting Mixed Skeet,Gold
100169,20,Rowing Women's Coxless Pairs,Bronze
100170,19,Rowing Men's Lightweight Double Sculls,Bronze
100170,1,Rowing Men's Lightweight Double Sculls,Gold
100177,25,Shooting Mixed Skeet,Silver
100178,25,Rowing Men's Coxless Fours,Bronze
100181,2,"Gymnastics Men's Team All-Around, Swedish System",Silver
100184,40,Football Men's Football,Gold
100187,40,Gymnastics Men's Team All-Around,Silver
100199,27,Hockey Men's Hockey,Silver
100199,35,Hockey Men's Hockey,Bronze
100200,32,Hockey Men's Hockey,Silver
100200,33,Hockey Men's Hockey,Gold
100221,2,"Athletics Men's Cross-Country, Team",Gold
100221,14,"Athletics Men's Cross-Country, Team",Gold
100226,33,"Fencing Women's Foil, Individual",Silver
100226,33,"Fencing Women's Foil, Team",Gold
100226,37,"Fencing Women's Foil, Team",Silver
100227,21,Handball Men's Handball,Bronze
100237,11,"Canoeing Men's Kayak Singles, Slalom",Silver
100253,21,Shooting Men's Double Trap,Silver
100258,44,Football Men's Football,Silver
100263,27,"Canoeing Men's Kayak Doubles, 1,000 metres",Silver
100264,1,"Wrestling Women's Lightweight, Freestyle",Bronze
100266,27,Basketball Men's Basketball,Silver
100274,7,Sailing Mixed Two Person Keelboat,Silver
100275,46,Sailing Mixed 8 metres,Bronze
100287,5,Ice Hockey Men's Ice Hockey,Silver
100288,38,Ice Hockey Women's Ice Hockey,Bronze
100289,28,Athletics Men's Javelin Throw,Bronze
100289,0,Athletics Men's Javelin Throw,Silver
100289,12,Athletics Men's Javelin Throw,Bronze
100297,9,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
100297,32,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
100299,11,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
100300,11,Baseball Men's Baseball,Gold
100305,26,Sailing Mixed One Person Dinghy,Silver
100305,36,Sailing Mixed Two Person Keelboat,Silver
100312,25,"Wrestling Men's Lightweight, Freestyle",Bronze
100313,9,"Wrestling Men's Middleweight, Greco-Roman",Silver
100315,11,"Canoeing Men's Kayak Doubles, 500 metres",Bronze
100315,21,"Canoeing Men's Kayak Doubles, 500 metres",Gold
100315,19,"Canoeing Men's Kayak Doubles, 500 metres",Silver
100315,20,"Canoeing Men's Kayak Singles, 200 metres",Bronze
100316,25,Handball Men's Handball,Silver
100325,44,Swimming Men's 220 yard Freestyle,Bronze
100325,44,Swimming Men's 880 yard Freestyle,Gold
100325,44,Swimming Men's One Mile Freestyle,Gold
100325,40,Swimming Men's 4 x 250 metres Freestyle Relay,Silver
100336,16,Athletics Men's Javelin Throw,Gold
100346,29,Football Men's Football,Gold
100347,33,"Fencing Men's Sabre, Team",Bronze
100347,37,"Fencing Men's Sabre, Team",Silver
100351,44,Rowing Men's Double Sculls,Bronze
100352,37,"Equestrianism Mixed Three-Day Event, Team",Gold
100356,36,Judo Men's Lightweight,Bronze
100378,13,"Gymnastics Men's Team All-Around, Swedish System",Silver
100383,20,Rugby Sevens Men's Rugby Sevens,Gold
100388,20,Rugby Sevens Men's Rugby Sevens,Gold
100396,3,Polo Men's Polo,Gold
100397,7,Diving Women's Springboard,Silver
100397,29,Diving Women's Springboard,Silver
100397,29,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
100400,2,Boxing Men's Heavyweight,Gold
100403,11,Gymnastics Women's Team All-Around,Bronze
100405,14,"Athletics Men's 3,000 metres, Team",Bronze
100414,36,"Wrestling Men's Welterweight, Freestyle",Gold
100417,36,"Wrestling Men's Heavyweight, Greco-Roman",Gold
100420,0,"Equestrianism Mixed Jumping, Individual",Silver
100420,0,"Equestrianism Mixed Jumping, Team",Gold
100424,1,Tennis Mixed Doubles,Bronze
100425,2,Tennis Men's Singles,Gold
100429,27,Rowing Men's Coxed Eights,Silver
100432,20,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
100436,2,"Fencing Men's Foil, Team",Bronze
100467,32,Football Men's Football,Gold
100472,26,Basketball Men's Basketball,Silver
100477,21,Weightlifting Men's Heavyweight,Silver
100479,36,Volleyball Women's Volleyball,Gold
100485,38,Alpine Skiing Men's Slalom,Gold
100486,28,Basketball Men's Basketball,Silver
100487,0,Basketball Men's Basketball,Silver
100488,19,Water Polo Men's Water Polo,Bronze
100488,1,Water Polo Men's Water Polo,Bronze
100491,28,Water Polo Men's Water Polo,Gold
100494,25,Handball Men's Handball,Gold
100498,12,Synchronized Swimming Women's Team,Silver
100500,21,Rowing Men's Coxed Eights,Gold
100508,32,Athletics Men's 50 kilometres Walk,Gold
100530,17,Snowboarding Men's Giant Slalom,Gold
100534,25,Volleyball Men's Volleyball,Bronze
100535,19,Hockey Women's Hockey,Bronze
100535,1,Hockey Women's Hockey,Silver
100548,38,Alpine Skiing Women's Giant Slalom,Gold
100548,15,Alpine Skiing Women's Giant Slalom,Bronze
100550,14,Gymnastics Men's Team All-Around,Bronze
100550,14,Gymnastics Men's Pommelled Horse,Bronze
100557,26,"Cycling Men's Individual Pursuit, 4,000 metres",Gold
100564,12,Basketball Men's Basketball,Silver
100566,16,Basketball Men's Basketball,Silver
100577,36,Sailing Mixed One Person Dinghy,Gold
100579,19,Sailing Women's Two Person Dinghy,Gold
100589,25,Hockey Men's Hockey,Silver
100589,28,Hockey Men's Hockey,Silver
100590,1,Beach Volleyball Men's Beach Volleyball,Gold
100591,21,Hockey Men's Hockey,Silver
100592,44,Gymnastics Men's Team All-Around,Gold
100595,22,"Ski Jumping Men's Normal Hill, Individual",Gold
100600,46,Athletics Men's 100 metres,Silver
100602,35,"Wrestling Men's Featherweight, Greco-Roman",Bronze
100604,44,Lacrosse Men's Lacrosse,Bronze
100609,7,Athletics Men's Long Jump,Silver
100610,19,Basketball Men's Basketball,Gold
100614,21,Football Women's Football,Gold
100618,17,Ice Hockey Women's Ice Hockey,Silver
100625,0,Athletics Women's High Jump,Gold
100627,25,Rowing Men's Coxed Fours,Gold
100627,28,Rowing Men's Coxless Pairs,Gold
100627,28,Rowing Men's Coxed Pairs,Bronze
100627,0,Rowing Men's Coxless Pairs,Gold
100627,12,Rowing Men's Coxless Pairs,Gold
100627,11,Rowing Men's Coxless Fours,Gold
